       actor_loss  value_loss  advantages
21995         0.3        15.5        -1.2
21996         0.2        75.6        -0.3
21997         0.3        14.7        -1.5
21998         0.3        10.0        -1.2
21999         0.1       137.6         1.6
22000         0.1       114.1         2.0
22001         0.1        57.7         0.5
22002         0.1        57.8         0.8
22003         0.3        12.3        -1.1
22004         0.3        16.5        -1.3
22005         0.2        12.4        -0.5
22006         0.2       201.3         2.6
22007         0.1        92.9         0.4
22008         0.2       180.7         1.2
22009         0.2        10.2        -0.8
22010         0.1        12.9        -0.9
22011         0.1       158.7         1.3
22012         0.2       179.9         1.9
22013         0.2       112.1         0.0
22014         0.2       124.9         0.0
22015         0.1        77.6        -0.2
22016         0.1        64.2        -1.1
22017         0.3        10.7        -1.9
22018         0.1        53.0        -1.2
22019         0.2       174.8         0.8
22020         0.2         9.6        -1.5
22021         0.2         8.3        -1.5
22022         0.1        58.0        -0.7
22023         0.3         6.0        -0.9
22024         0.2       122.9         1.0
22025         0.1        54.0         0.0
22026         0.1        93.6         0.3
22027         0.1       117.9         1.1
22028         0.1        74.1         0.6
22029         0.1         6.8        -0.9
22030         0.3         4.4        -0.7
22031         0.1       147.1         1.1
22032         0.2       233.3         2.5
22033         0.3         6.4        -1.2
22034         0.1        91.0         0.6
22035         0.1        56.0        -0.3
22036         0.1        81.7        -0.3
22037         0.2       245.8         2.2
22038         0.2         6.8        -1.1
22039         0.2       107.5         0.7
22040         0.1        84.6         0.3
22041         0.1        45.9        -0.6
22042         0.2        42.5        -0.8
22043         0.2         8.0        -1.7
22044         0.2         7.2        -1.2
22045         0.2         7.6        -1.5
22046         0.2       185.2         1.6
22047         0.2       150.4         1.5
22048         0.1        84.0         0.7
22049         0.1       107.5         0.3
22050         0.2        52.8        -0.8
22051         0.1        66.8        -0.3
22052         0.1        52.4        -0.9
22053         0.2       193.3         2.1
22054         0.2        49.6        -0.6
22055         0.2         7.9        -1.7
22056         0.1       150.1         0.7
22057         0.1        75.8         0.3
22058         0.2         7.4        -1.0
22059         0.2         6.5        -1.1
22060         0.1        60.5        -0.1
22061         0.1        66.8         0.4
22062         0.2       127.3         0.9
22063         0.1        83.0         0.4
22064         0.1        81.4         0.8
22065         0.1        53.4        -0.4
22066         0.2        92.3         0.5
22067         0.2        41.1        -0.3
22068         0.3         5.6        -0.8
22069         0.1        52.1         0.5
22070         0.2         6.9        -1.1
22071         0.2       151.4         1.0
22072         0.2       124.5         1.1
22073         0.2         5.4        -0.9
22074         0.1        80.3        -0.3
22075         0.2        44.6        -0.4
22076         0.1        96.3         0.4
22077         0.2         8.0        -1.1
22078         0.2        79.6         0.6
22079         0.1        94.1         0.4
22080         0.1       145.3        -0.1
22081         0.3         7.0        -1.6
22082         0.1       173.9         1.2
22083         0.1        83.0        -0.1
22084         0.3         7.8        -1.4
22085         0.2       295.4         2.8
22086         0.1       205.9         1.8
22087         0.1       165.8         0.8
22088         0.1       145.6         1.1
22089         0.1       147.1         0.6
22090         0.3         8.8        -1.8
22091         0.2         8.2        -1.7
22092         0.2       344.6         2.9
22093         0.2        12.4        -2.1
22094         0.3         7.9        -2.0
22095         0.1       137.4        -0.4
22096         0.1       113.1        -0.7
22097         0.1        12.4        -1.7
22098         0.1        66.1        -1.3
22099         0.2       253.5         1.7
22100         0.1        91.8        -0.7
22101         0.1       105.3        -0.8
22102         0.1       233.8         1.1
22103         0.2       265.6         1.9
22104         0.2       198.7         1.4
22105         0.2       309.6         2.2
22106         0.2         8.4        -1.1
22107         0.1        89.8        -1.3
22108         0.1       118.3        -0.8
22109         0.1        68.4        -1.1
22110         0.1       205.2         0.2
22111         0.2       201.6         0.5
22112         0.1       224.3         0.3
22113         0.1        66.9        -1.2
22114         0.1        68.8        -1.3
22115         0.1        99.7        -0.3
22116         0.1        84.2        -0.4
22117         0.2         8.8        -2.0
22118         0.2       263.6         2.0
22119         0.1       194.7         0.1
22120         0.1        69.3        -0.2
22121         0.2         9.3        -1.5
22122         0.2       238.4         1.7
22123         0.3         6.8        -1.6
22124         0.2       335.6         3.0
22125         0.2       141.3         1.2
22126         0.2         7.3        -1.5
22127         0.2         8.7        -1.6
22128         0.1       146.2         0.9
22129         0.2       138.7         0.4
22130         0.1       157.6         0.2
22131         0.1         9.2        -1.3
22132         0.1       145.3         0.7
22133         0.1        63.2        -0.5
22134         0.1       118.9        -0.3
22135         0.1        10.1        -0.9
22136         0.1       163.8         1.3
22137         0.1        63.3        -0.1
22138         0.1       158.0         1.5
22139         0.2       375.4         4.1
22140         0.1         8.6        -0.6
22141         0.1        85.5        -0.0
22142         0.1       110.0        -0.0
22143         0.2       285.3         2.0
22144         0.1        80.4        -0.7
22145         0.1        59.7        -0.9
22146         0.1        70.7        -0.7
22147         0.2       284.7         1.8
22148         0.1       106.2        -0.1
22149         0.2       128.3        -0.1
22150         0.2       256.3         1.1
22151         0.1       128.2        -0.5
22152         0.3        14.3        -2.4
22153         0.1        14.3        -2.2
22154         0.2       147.0         0.6
22155         0.1        62.5        -1.0
22156         0.2       222.7         1.6
22157         0.1       174.5         0.7
22158         0.2        11.7        -2.4
22159         0.2       207.9         1.5
22160         0.1       110.1        -0.5
22161         0.2       232.1         2.4
22162         0.1        80.2        -0.3
22163         0.2        10.3        -1.2
22164         0.2        14.3        -2.2
22165         0.2       124.1         1.4
22166         0.1       167.2         0.7
22167         0.2        57.8        -0.9
22168         0.1       115.1         0.5
22169         0.1       185.9         0.8
22170         0.1       209.7         1.6
22171         0.1        81.1        -0.1
22172         0.2        10.9        -1.2
22173         0.1       112.3        -0.4
22174         0.1        84.8         0.2
22175         0.1       110.7        -0.1
22176         0.2        67.4         1.4
22177         0.2        70.1         0.4
22178         0.2        68.6         0.3
22179         0.2        13.9         0.1
22180         0.2        16.2         0.3
22181         0.2        15.9         0.2
22182         0.2        19.8        -0.7
22183         0.3        14.2        -1.0
22184         0.2        20.8        -0.4
22185         0.3        23.8         0.4
22186         0.3        14.2        -0.7
22187         0.3        15.5        -0.5
22188         0.2        15.1        -0.5
22189         1.0        64.0         0.6
22190         0.3        15.3         0.2
22191         0.3        12.5         0.0
22192         0.3         9.8         0.3
22193         0.3        11.3         0.4
22194         0.6       109.6         1.3
22195         0.3        11.4        -0.5
22196         0.3         8.6        -0.7
22197         0.2        67.2         1.7
22198         0.3         9.7         0.1
22199         0.3         8.7        -1.2
22200         0.2       125.7         2.7
22201         0.3         7.0        -0.9
22202         0.3        10.3        -0.5
22203         0.3         9.8        -1.3
22204         0.4         8.2        -0.7
22205         5.7         8.8        -0.4
22206         0.2       108.3         1.7
22207         0.3         7.4        -0.8
22208         0.3        10.7        -0.4
22209         0.2        60.3         0.0
22210         0.3        10.6         0.5
22211         0.2        59.6         0.9
22212         0.3         9.5        -0.5
22213         0.4         9.8        -0.7
22214         0.2        60.3         1.4
22215         0.2        56.5         0.4
22216         0.3        11.1        -0.3
22217         0.3        10.6        -0.4
22218         0.2        55.7         0.3
22219         0.2        59.9         0.2
22220         0.3         8.0        -0.2
22221         0.3        11.6        -0.5
22222         0.3        10.0        -1.1
22223         0.3        11.0        -0.3
22224         0.2       106.1         1.4
22225         0.3         8.0        -0.0
22226         0.3         9.4        -1.0
22227         0.2        55.5         0.6
22228         0.3        13.0         0.1
22229         0.3         5.4        -0.1
22230         0.3         9.8        -0.7
22231         0.2        62.1         1.0
22232         0.3         8.2        -0.6
22233         0.3         9.4        -0.7
22234         0.3        10.4        -0.7
22235         0.2        57.4         0.3
22236         0.3         7.2        -0.5
22237         0.3        10.8        -0.1
22238         0.3         9.5        -0.9
22239         0.3         8.6        -0.3
22240         0.3         7.1        -0.4
22241         0.3         6.5        -0.7
22242         0.2        59.4         1.1
22243         0.3         7.1        -0.1
22244         0.2       104.8         1.7
22245         0.3         7.4        -0.1
22246         0.3        11.4         0.0
22247         0.2        58.9         0.5
22248         0.3         7.1        -0.2
22249         0.3         3.8        -0.2
22250         0.2        52.6         0.1
22251         0.3        10.0         0.1
22252         0.3         9.0        -0.5
22253         0.3         6.3        -0.6
22254         0.3         7.6        -0.0
22255         0.3         5.9        -0.4
22256         0.2        54.8         0.3
22257         0.2        56.5         0.7
22258         0.3         7.7        -0.2
22259         0.3         6.7        -0.4
22260         0.2        59.7         1.6
22261         0.3         7.2        -0.2
22262         0.3         6.1        -0.6
22263         0.2        53.7         0.4
22264         0.2        53.9         0.6
22265         0.3         8.1        -0.4
22266         0.3        13.6         0.6
22267         0.2        56.8         0.8
22268         0.3        12.2         0.5
22269         0.3         6.1        -0.3
22270         0.3         8.6        -0.3
22271         0.3         7.3        -0.1
22272         0.1       148.3        -0.0
22273         0.2       224.7         1.9
22274         0.1        67.3        -1.5
22275         0.1        61.8        -1.0
22276         0.2       316.1         3.2
22277         0.2       280.3         1.5
22278         0.1       183.7         0.9
22279         0.1        62.0        -0.3
22280         0.2       146.2        -0.1
22281         0.3         9.3        -2.0
22282         0.2       241.6         0.8
22283         0.2       258.7         1.1
22284         0.1       213.6         0.4
22285         0.2       280.9         1.4
22286         0.3        21.0        -3.6
22287         0.1        66.6        -1.3
22288         0.2       260.6         0.2
22289         0.2       169.0        -1.3
22290         0.3        18.0        -3.4
22291         0.3        15.4        -2.9
22292         0.3        10.2        -1.8
22293         0.2        78.3        -0.6
22294         0.3         7.6        -1.2
22295         0.1       218.5         0.9
22296         0.1       221.3         0.9
22297         0.2        60.7        -0.5
22298         0.2       371.5         4.1
22299         0.2       169.9         1.3
22300         0.2       291.5         3.5
22301         0.2       150.2         1.4
22302         0.2        75.7        -0.3
22303         0.1       128.5         0.0
22304         0.2       374.0         3.1
22305         0.2       161.0         0.2
22306         0.2       227.0         0.5
22307         0.2       125.6        -0.4
22308         0.2       183.3        -0.3
22309         0.2        75.4        -1.0
22310         0.2       105.1        -2.5
22311         0.2       147.0        -0.7
22312         0.2       223.1        -0.2
22313         0.2       209.5        -0.2
22314         0.2        71.8        -0.9
22315         0.2       298.4         1.7
22316         0.2       351.1         2.4
22317         0.2       106.0        -0.3
22318         0.2       287.7         0.4
22319         0.2        98.7        -0.5
22320         0.2        64.0        -1.6
22321         0.3        18.7        -2.4
22322         0.2       154.5         0.3
22323         0.2        69.0        -0.5
22324         0.2       178.5        -0.7
22325         0.2        72.2        -0.4
22326         0.2        62.3        -0.9
22327         0.2        69.4        -1.5
22328         0.3        20.7        -1.8
22329         0.2        68.0        -0.9
22330         0.3        21.4        -1.9
22331         0.2       165.7         0.5
22332         0.2        83.5        -0.7
22333         0.3        20.8        -1.8
22334         0.2       145.4         1.3
22335         0.2       171.8         2.6
22336         0.2       257.1         2.5
22337         0.3        12.2         0.4
22338         0.2       174.3         0.8
22339         0.2       175.4         2.1
22340         0.2       166.1         1.4
22341         0.2       195.3         2.6
22342         0.2       228.4         1.5
22343         0.2       282.7         1.6
22344         0.2        58.0         0.2
22345         0.2       179.5         0.4
22346         0.2       122.9        -1.5
22347         0.2       223.5         0.6
22348         0.2        88.6        -0.7
22349         0.2        72.4        -1.1
22350         0.2        67.3        -2.5
22351         0.2       167.0         0.4
22352         0.2        89.3        -2.0
22353         0.3        21.0        -2.6
22354         0.2        77.2        -0.8
22355         0.2       158.4         0.8
22356         0.1       101.1        -0.7
22357         0.3        13.9        -1.2
22358         0.2       136.6        -0.3
22359         0.2       119.8         0.4
22360         0.2       332.1         3.5
22361         0.3        23.1        -1.4
22362         0.2       108.5         0.5
22363         0.3        21.2        -1.7
22364         0.2        53.5        -0.3
22365         0.2       218.0         1.5
22366         0.2       198.9         1.8
22367         0.2        58.8         1.2
22368         0.2        93.6        -0.1
22369         0.3        18.4        -1.4
22370         0.3        13.0        -1.2
22371         0.3        17.3        -1.4
22372         0.2        91.2        -0.4
22373         0.2        76.1        -1.0
22374         0.2       109.0         0.2
22375         0.3        15.1         0.4
22376         0.2        92.2         1.2
22377         0.2       105.0         0.7
22378         0.3        19.0        -0.0
22379         0.3        13.4        -0.5
22380         0.3        15.6        -1.7
22381         0.2        73.0         0.4
22382         0.1        97.6        -0.0
22383         0.2       154.6         2.1
22384         0.1        85.9         0.1
22385         0.2        95.2         0.5
22386         0.2       318.5         3.6
22387         0.3        12.9        -1.1
22388         0.2       335.0         3.8
22389         0.2       127.2         0.8
22390         0.3        15.9        -0.9
22391         0.2       158.1         0.8
22392         0.1        73.9        -0.9
22393         0.3        15.1        -1.5
22394         0.3        14.8        -2.4
22395         0.3        14.3        -1.5
22396         0.2       236.2         1.6
22397         0.3        12.6        -1.4
22398         0.2       156.4         0.5
22399         0.2       133.3         0.3
22400         0.2        74.5         0.2
22401         0.1        98.9        -0.6
22402         0.3        12.3        -1.6
22403         0.2        81.0        -0.7
22404         0.2       159.3         0.9
22405         0.2       216.4         1.9
22406         0.3         9.2        -1.3
22407         0.2        65.6         0.5
22408         0.3        16.8        -2.3
22409         0.2       141.7         0.9
22410         0.3         9.4        -0.8
22411         0.3        15.1        -1.8
22412         0.3        10.3        -0.8
22413         0.2        61.5         0.1
22414         0.3         8.2         0.1
22415         0.2        79.2         0.8
22416         0.1        91.6         0.4
22417         0.2        67.1         0.5
22418         0.1        71.8         1.5
22419         0.1        92.8         0.7
22420         0.1        99.5         0.7
22421         0.2       212.2         2.4
22422         0.2       308.6         2.9
22423         0.2        70.8         0.0
22424         0.3        11.1        -0.9
22425         0.3        11.1        -1.6
22426         0.2        58.7        -0.4
22427         0.1        82.6         0.2
22428         0.2       144.6         1.2
22429         0.2        62.3         0.0
22430         0.3        14.9        -1.5
22431         0.2        79.5        -0.4
22432         0.3        13.2        -1.6
22433         0.2       143.9         0.5
22434         0.2       171.4         1.0
22435         0.2       196.2         1.6
22436         0.2        66.3        -0.7
22437         0.3         8.6        -1.3
22438         0.1        86.8         0.1
22439         0.2       100.2        -0.9
22440         0.3        17.1        -2.4
22441         0.3        12.1        -1.6
22442         0.2       158.6         1.3
22443         0.2       132.8         1.5
22444         0.2        78.8        -0.0
22445         0.3        14.9        -0.6
22446         0.2       112.6         0.8
22447         0.2        64.5         0.2
22448         0.3        10.5        -1.7
22449         0.3         8.7        -0.9
22450         0.2        64.4        -0.1
22451         0.3         7.7         0.0
22452         0.1        63.4        -0.4
22453         0.2       351.7         4.0
22454         0.3         7.9        -0.5
22455         0.3         8.6        -0.4
22456         0.2        55.1         0.3
22457         0.3         7.9        -0.7
22458         0.1        91.1         0.5
22459         0.3         8.7        -0.8
22460         0.2       125.4         0.8
22461         0.2       151.9         0.8
22462         0.2        74.2         0.5
22463         0.3         6.0        -0.5
22464         0.3        15.1        -1.7
22465         0.3        15.9        -1.2
22466         0.3        18.4        -0.4
22467         0.3        16.4        -1.0
22468         0.3        12.2        -1.0
22469         0.3        15.5        -1.0
22470         0.3        14.1        -0.4
22471         0.2        71.2         0.0
22472         0.3        12.3        -0.0
22473         0.3        11.2        -0.5
22474         0.2        74.5         1.2
22475         0.3        19.9         0.2
22476         0.3        11.9        -0.6
22477         0.3        14.7         0.1
22478         0.2        70.1         0.7
22479         0.3        12.0         0.1
22480         0.3        10.0         0.6
22481         0.3         9.2        -0.5
22482         0.2       130.9         2.8
22483         0.3        14.1         0.0
22484         0.2       118.9         1.7
22485         0.3        13.0        -0.8
22486         0.3         8.1        -1.0
22487         0.3         9.0        -0.4
22488         0.3        13.0        -0.2
22489         0.3        10.9        -0.7
22490         0.3        11.7        -0.3
22491         0.3        14.2        -1.1
22492         0.3        13.7         0.2
22493         0.3        11.3        -1.2
22494         0.3        10.7        -0.9
22495         0.3         7.6        -0.1
22496         0.3        11.6        -0.2
22497         0.3        12.8        -0.5
22498         0.3         9.1        -0.2
22499         0.3        10.4        -0.4
22500         0.3         6.4        -0.0
22501         0.3         8.4         0.3
22502         0.3         9.0         0.2
22503         0.3         8.6        -0.1
22504         0.2        69.2         0.8
22505         0.2        66.5         0.9
22506         0.2        68.8         1.2
22507         0.3         9.8         0.1
22508         0.3        12.2        -0.0
22509         0.3         9.7         0.1
22510         0.3         9.7        -0.0
22511         0.3         8.0        -0.3
22512         0.2       129.6         2.3
22513         0.3        11.5        -0.4
22514         0.4         7.5        -0.2
22515         0.3         8.9        -0.5
22516         0.2        65.1         0.1
22517         0.3        11.7         0.0
22518         0.3         8.7        -1.1
22519         0.3         9.9        -0.6
22520         0.3        10.5        -0.7
22521         0.3         9.4        -0.5
22522         0.3         8.5         0.3
22523         0.3         7.6        -1.5
22524         0.3        10.6        -0.6
22525         0.3         7.6        -0.7
22526         0.2        69.9         0.1
22527         0.3        10.3         0.0
22528         0.3        12.9        -0.0
22529         0.3         7.8         0.0
22530         0.3         9.6        -0.2
22531         0.3         9.1         0.2
22532         0.2        72.1         0.9
22533         0.3         8.6        -0.5
22534         0.3         8.9         0.4
22535         0.3         8.1        -0.8
22536         0.1        65.5         0.4
22537         0.3         8.8        -0.4
22538         0.3         8.4         0.1
22539         0.5         5.8         0.1
22540         0.2       128.7         2.3
22541         0.3         9.3        -0.4
22542         0.3         6.9        -0.2
22543         0.2        68.4         0.5
22544         0.3         5.3        -0.1
22545         0.3         9.8        -0.3
22546         0.3         7.2        -0.2
22547         0.3         5.6        -0.4
22548         0.3         9.1        -1.0
22549         0.3         6.9        -0.4
22550         0.3         6.4        -0.3
22551         0.3         8.3        -0.4
22552         0.3         6.0        -0.0
22553         0.3         6.3        -0.5
22554         0.2        65.1         0.4
22555         0.2        64.4         0.7
22556         0.3         6.2        -0.9
22557         0.3         6.3        -0.5
22558         0.3         8.8        -0.3
22559         0.3         7.1        -0.5
22560         0.2        69.3         1.0
22561         0.2       231.5         2.8
22562         0.3         8.6        -0.3
22563         0.3         6.6        -0.7
22564         0.3         9.9        -0.0
22565         0.2       206.7         2.2
22566         0.3         6.6        -0.6
22567         0.1        64.4         0.2
22568         0.3         6.4        -0.5
22569         0.3         6.6        -0.6
22570         0.1        82.4        -0.3
22571         0.3         8.3         0.1
22572         0.1        68.5         0.3
22573         0.1        70.7         0.4
22574         0.3         6.1        -0.5
22575         0.1        62.5        -0.6
22576         0.3         5.6        -0.8
22577         0.1        94.0        -0.1
22578         0.1        67.5         0.8
22579         0.3         8.1        -0.3
22580         0.1        89.7        -0.1
22581         0.2       221.8         2.4
22582         0.3         5.9        -0.8
22583         0.3         9.3        -0.6
22584         0.2       132.9         1.2
22585         0.1        81.6        -0.1
22586         0.1        70.1         0.3
22587         0.2        85.3         0.8
22588         0.1        71.9        -0.2
22589         0.3         6.3        -1.0
22590         0.3         9.1        -1.1
22591         0.3        10.0        -0.9
22592         0.1        83.6         0.2
22593         0.3         8.9        -0.7
22594         0.3         6.5        -0.1
22595         0.3         8.8        -0.9
22596         0.3         6.0        -0.0
22597         0.1        62.6         0.8
22598         0.1        65.1        -0.2
22599         0.3         7.3        -0.7
22600         0.2       128.4         1.7
22601         0.3         8.5        -0.4
22602         0.1       143.1         1.1
22603         0.2       139.6         1.4
22604         0.3         8.3        -0.4
22605         0.1        82.5        -0.1
22606         0.1        77.4         0.6
22607         0.2       137.7         0.7
22608         0.3         6.9        -0.2
22609         0.1        76.3         0.7
22610         0.2       139.7         1.5
22611         0.3         5.9        -1.0
22612         0.3         6.0        -1.4
22613         0.3         7.2        -1.5
22614         0.3         6.5        -0.8
22615         0.3         5.4        -1.2
22616         0.2       124.3         0.5
22617         0.3         7.3        -1.0
22618         0.1       123.1         0.7
22619         0.2       139.9         1.5
22620         0.3         9.3        -1.0
22621         0.1        90.2        -0.2
22622         0.3         7.6        -1.0
22623         0.2        59.8         0.1
22624         0.1       162.7         1.7
22625         0.1        83.6         0.9
22626         0.1        71.2         0.4
22627         0.1        63.1         0.6
22628         0.2       191.3         2.7
22629         0.1        73.5        -0.1
22630         0.3         6.6        -0.9
22631         0.3        10.0        -1.0
22632         0.1        83.3        -0.0
22633         0.1        68.0        -0.0
22634         0.3         8.9        -1.5
22635         0.3         7.5        -1.1
22636         0.2       179.5         1.9
22637         0.1        61.4        -0.7
22638         0.2        80.5        -0.3
22639         0.3         7.0        -1.0
22640         0.3         8.2        -1.5
22641         0.3        11.2        -1.7
22642         0.2       107.2         1.2
22643         0.3         6.2        -0.9
22644         0.2         7.8        -0.4
22645         0.1        64.2         0.8
22646         0.3         9.6        -0.8
22647         0.3         6.1        -0.5
22648         0.3         7.3        -0.1
22649         0.2       136.0         1.7
22650         0.3         4.9         0.0
22651         0.3         7.6         0.2
22652         0.2       133.6         2.6
22653         0.2        64.3         1.2
22654         0.3         6.7        -0.4
22655         0.2         6.7        -0.5
22656         0.2        82.7         0.2
22657         0.3         5.0        -0.6
22658         0.3        10.0        -0.9
22659         0.2        84.9         0.3
22660         0.2       139.8         1.5
22661         0.3         5.7        -0.2
22662         0.3         6.2        -0.7
22663         0.3         6.9        -0.4
22664         0.1        72.2         0.3
22665         0.1        62.6         0.6
22666         0.3         6.9        -1.2
22667         0.1        78.5        -0.5
22668         0.3         7.2        -1.4
22669         0.2        57.3         0.0
22670         0.3         8.2        -0.9
22671         0.1        63.0         0.4
22672         0.2       164.3         1.7
22673         0.2       185.4         2.2
22674         0.2        73.7        -0.2
22675         0.3         7.0        -0.9
22676         0.3         7.0        -0.5
22677         0.1        63.6        -0.2
22678         0.2         5.9        -0.7
22679         0.3         4.2        -0.9
22680         0.2        56.2        -0.6
22681         0.3         5.3        -0.7
22682         0.1       131.9         1.3
22683         0.2       122.7         1.6
22684         0.2         5.6        -0.7
22685         0.1        73.8         0.6
22686         0.1        65.2         0.4
22687         0.2         4.7        -0.9
22688         0.2       164.8         2.4
22689         0.3         4.3        -0.7
22690         0.3         5.0        -0.6
22691         0.3         4.9        -0.7
22692         0.1        70.1         0.6
22693         0.3         6.0        -0.7
22694         0.2         6.0        -0.9
22695         0.3         6.6        -1.0
22696         0.3         6.9        -0.8
22697         0.1        76.5        -0.4
22698         0.2         6.4        -0.8
22699         0.1        74.2         0.6
22700         0.3         4.2        -0.3
22701         0.3         6.0        -0.7
22702         0.1       104.7         1.5
22703         0.2       115.9         1.2
22704         0.1       115.4         1.5
22705         0.1       119.5         1.7
22706         0.1       121.4         1.2
22707         0.1        69.0         0.2
22708         0.2         4.0        -1.0
22709         0.1        63.2        -0.1
22710         0.3         5.8        -1.0
22711         0.1        77.0        -0.3
22712         0.3         5.9        -0.6
22713         0.1        53.9        -0.1
22714         0.1       122.4         0.9
22715         0.3         4.8        -1.0
22716         0.2         5.6        -0.9
22717         0.1        56.8        -0.5
22718         0.1        50.2        -0.2
22719         0.3         5.5        -0.7
22720         0.3         8.6        -0.8
22721         0.2         5.6        -1.0
22722         0.1        50.9        -0.1
22723         0.3         7.0        -0.6
22724         0.1        58.0         0.5
22725         0.1        58.3         0.2
22726         0.1        67.3         0.6
22727         0.3         3.5        -0.3
22728         0.1        64.2         1.0
22729         0.1       129.6         1.6
22730         0.1       130.1         2.0
22731         0.2         4.7        -0.5
22732         0.2         4.4        -0.2
22733         0.3         4.1        -0.4
22734         0.2         6.6        -0.4
22735         0.3         3.3        -0.8
22736         0.2         7.4        -1.0
22737         0.2        53.7        -0.0
22738         0.2         7.4        -0.8
22739         0.2         4.4        -0.3
22740         0.3         5.4        -0.6
22741         0.1       114.3         1.2
22742         0.1        96.8         1.1
22743         0.3         3.9        -0.6
22744         0.3         3.1        -0.3
22745         0.1       101.6         1.5
22746         0.1        67.0         0.4
22747         0.1       101.1         1.2
22748         0.1        67.3         0.3
22749         0.1        69.7         0.4
22750         0.1       159.9         1.9
22751         0.2         8.8        -1.7
22752         0.1       141.3         1.1
22753         0.2         5.7        -0.5
22754         0.1        75.9         0.2
22755         0.1       129.4         0.3
22756         0.2       109.0         0.8
22757         0.3        67.7         0.4
22758         0.2       286.1         3.6
22759         0.1        59.3        -0.4
22760         0.2         8.5        -1.8
22761         0.3       105.9         0.1
22762         0.3        10.1        -1.9
22763         0.2         6.4        -1.5
22764         0.3         6.0        -1.5
22765         0.1        62.9        -0.3
22766         0.3         5.1        -1.3
22767         0.1        55.2        -0.6
22768         0.2         7.0        -1.0
22769         0.1        55.6         0.1
22770         0.1        70.9        -0.1
22771         0.1       113.4         1.0
22772         0.1        69.3         0.5
22773         0.2         5.5        -0.2
22774         0.1        61.3         0.4
22775         0.1        62.6        -0.1
22776         0.2        75.7         0.6
22777         0.2        65.9         0.2
22778         0.1        58.9         0.9
22779         0.1        66.6         0.7
22780         0.3         6.2        -0.3
22781         0.3         4.2        -0.5
22782         0.3         5.2        -0.8
22783         0.1        54.9         0.1
22784         0.1        49.3         0.5
22785         0.1       115.0         1.6
22786         0.2         8.1        -0.9
22787         0.1        62.0         0.1
22788         0.2        56.5         0.2
22789         0.1        53.8         0.1
22790         0.1        51.8        -0.1
22791         0.1        53.9         0.1
22792         0.4       117.7         1.2
22793         0.2         6.2        -1.1
22794         0.1        63.0         0.4
22795         0.2       117.7         1.0
22796         0.1        53.5        -0.6
22797         0.1        55.0         0.2
22798         0.1        70.2         0.4
22799         0.1       107.1         0.7
22800         0.3         7.6        -1.4
22801         0.2        98.9         0.3
22802         0.3         7.1        -1.5
22803         0.2         7.8        -1.3
22804         0.2         9.0        -0.9
22805         0.1       108.3         1.0
22806         0.3         7.0        -1.5
22807         0.3         5.8        -0.9
22808         0.1        53.0         0.1
22809         0.1        68.8         0.1
22810         0.1       109.9         1.1
22811         0.2        47.9         0.2
22812         0.3         5.0        -0.5
22813         0.1        62.6         0.9
22814         0.1        57.1         0.2
22815         0.1        48.9         0.4
22816         0.1        61.9         0.7
22817         0.2        98.3         0.9
22818         0.1        66.2        -0.5
22819         0.2       193.8         3.6
22820         0.2        46.7         0.6
22821         0.1       106.3         1.5
22822         0.3         6.8        -0.8
22823         0.1       124.1         0.5
22824         0.1        94.6         0.0
22825         0.3         9.1        -2.0
22826         0.3         6.2        -1.2
22827         0.2        51.2        -1.6
22828         0.1        53.9        -0.8
22829         0.1        48.1        -0.8
22830         0.1        65.3         0.1
22831         0.2         8.8        -1.3
22832         0.3         9.7        -1.2
22833         0.3        12.6        -1.7
22834         0.3         4.6        -0.6
22835         0.2        47.6         0.5
22836         0.1        47.6         0.6
22837         0.3         6.5        -0.0
22838         0.2         4.4        -0.1
22839         0.3         5.9        -0.4
22840         0.1        48.5         1.0
22841         0.1        46.5         1.0
22842         0.2       202.7         3.1
22843         0.1        64.5         0.4
22844         0.2         7.0        -0.1
22845         0.2       109.0         1.2
22846         0.2         7.7        -0.2
22847         0.3         8.2        -1.5
22848         0.1       107.5        -0.0
22849         0.1       152.9         0.9
22850         0.2       168.9         2.3
22851         0.1       133.9         0.2
22852         0.1       212.8         1.1
22853         0.2       150.3         1.3
22854         0.2        88.8        -0.7
22855         0.2       213.7         1.1
22856         0.3       368.9         2.9
22857         0.2       240.0         0.4
22858         0.1       167.3        -0.5
22859         0.2        77.9        -1.5
22860         0.2       341.9         1.3
22861         0.2        13.3        -2.8
22862         0.2        13.3        -3.2
22863         0.3        15.9        -3.2
22864         0.1       105.7        -1.7
22865         0.1       127.0        -0.8
22866         0.2       225.0         0.5
22867         0.1       102.3        -1.6
22868         0.1       191.0        -0.4
22869         0.1       111.8        -0.6
22870         0.2        11.3        -1.4
22871         0.1       201.6         1.2
22872         0.1       173.7         0.8
22873         0.1       103.7         0.8
22874         0.2       173.5         1.4
22875         0.2        10.7        -1.8
22876         0.1        84.9        -0.5
22877         0.2         8.1        -1.3
22878         0.1       129.2         0.8
22879         0.2        92.7        -0.1
22880         0.2         8.2        -1.5
22881         0.2       159.5         1.1
22882         0.2         9.7        -0.4
22883         0.1        64.1         0.8
22884         0.1       174.8         1.6
22885         0.1        88.1         0.3
22886         0.2       139.4         1.5
22887         0.2         6.0        -0.3
22888         0.1       216.3         2.7
22889         0.1        64.8        -0.2
22890         0.1       177.3         1.9
22891         0.1        15.6        -0.5
22892         0.1        86.1        -0.7
22893         0.2       290.8         2.6
