       actor_loss  value_loss  advantages
44647         0.3         8.6         0.2
44648         0.2        60.6         1.6
44649         0.2         7.1         0.5
44650         0.3         8.3        -0.4
44651         0.3         6.6         0.4
44652         0.2         7.2        -0.3
44653         0.3         6.4        -0.0
44654         0.3         6.6        -0.0
44655         0.2         6.3         0.1
44656         0.1        54.4         0.8
44657         0.1        52.0         0.6
44658         0.2         5.6        -0.2
44659         0.1       109.4         1.3
44660         0.3         5.2        -0.1
44661         0.3         4.6         0.2
44662         0.3         4.5        -0.8
44663         0.2         4.7        -0.2
44664         0.1        56.1         0.5
44665         0.2         5.4        -0.9
44666         0.3         5.2        -0.0
44667         0.2        59.1         0.6
44668         0.2         4.0        -0.5
44669         0.2         5.0        -0.4
44670         0.2         5.0        -0.4
44671         0.2         5.0        -0.7
44672         0.2         4.3        -0.0
44673         0.3         4.5        -0.3
44674         0.4         4.0        -0.3
44675         0.2        98.0         1.7
44676         0.2        98.9         1.2
44677         0.7         4.5         0.1
44678         0.3         4.9        -0.4
44679         0.2         3.3        -0.1
44680         0.2         3.6        -0.0
44681         0.2         4.2        -0.5
44682         0.3         3.5        -0.5
44683         0.2         2.9        -0.3
44684         0.2         4.7        -0.7
44685         0.3         2.9        -0.1
44686         0.3         4.1         0.2
44687         0.3         4.7        -0.3
44688         0.3         3.6        -0.3
44689         0.1        51.2         0.7
44690         0.1        54.3         0.9
44691         0.2         4.7         0.0
44692         0.1       101.6         1.8
44693         0.4         5.5         0.1
44694         0.2        99.7         1.3
44695         0.3         3.1        -0.3
44696         0.3         4.4        -0.8
44697         0.1        57.0         0.7
44698         0.3         5.1        -0.4
44699         0.3         4.1        -0.5
44700         0.3         3.1        -0.5
44701         0.3         4.8        -0.6
44702         0.3         4.1        -0.8
44703         0.3         3.8        -1.0
44704         0.1        49.1         0.3
44705         0.3         4.2         0.0
44706         0.1        52.1         0.3
44707         0.3         3.2        -0.0
44708         0.3         2.8         0.1
44709         1.2        47.8         1.0
44710         0.1        52.2         0.6
44711         0.1        53.2         0.7
44712         0.3         3.4         0.1
44713         0.3         3.1        -0.0
44714         0.3         3.7        -0.6
44715         0.3         4.7        -0.6
44716         0.1        49.0         0.6
44717         0.1        50.7         0.2
44718         0.3         3.4        -0.3
44719         0.3         3.0        -0.1
44720         0.2         3.7        -0.6
44721         0.3         2.9        -0.8
44722         0.2        95.2         1.5
44723         0.3         3.3         0.0
44724         0.3         3.6        -0.3
44725         0.3         3.0        -0.3
44726         0.3         4.0         0.0
44727         0.3         3.7        -0.0
44728         0.3         2.9        -0.4
44729         0.3         4.2        -0.6
44730         0.3         3.6        -0.4
44731         0.3         3.1        -0.1
44732         0.2       106.6         1.7
44733         0.3         3.5         0.2
44734         0.3         3.6        -0.4
44735         0.3         3.6        -0.2
44736         0.3         3.5        -0.9
44737         0.3         2.7        -0.6
44738         0.3         3.5        -0.7
44739         0.3         3.4        -0.4
44740         0.1        67.2         0.5
44741         0.1        57.3         0.1
44742         0.1        63.8        -0.0
44743         0.1        65.8         0.6
44744         0.3         2.3        -0.7
44745         0.3         2.9        -0.5
44746         0.3         3.7        -0.3
44747         0.1       119.2         1.8
44748         0.3         3.0        -0.5
44749         0.3         3.5        -0.4
44750         0.3         2.8        -0.1
44751         0.1        58.6         0.5
44752         0.1        60.2         0.6
44753         0.3         2.3        -0.5
44754         0.1        67.3         0.5
44755         0.1        54.1         0.5
44756         0.3         2.6        -0.3
44757         0.3         2.4        -0.3
44758         0.3         3.0        -0.4
44759         0.1       124.0         1.4
44760         0.1        58.5         0.5
44761         0.3         3.1        -0.4
44762         0.3         3.8        -0.8
44763         0.3         3.0        -0.6
44764         0.3         3.9        -0.6
44765         0.3         3.0        -0.9
44766         0.3         3.7        -0.2
44767         0.3         3.0        -0.2
44768         0.3         2.5        -0.5
44769         0.3         2.5         0.0
44770         0.3         2.3        -0.1
44771         0.3         1.9        -0.2
44772         0.3         1.6        -0.1
44773         0.3         2.7         0.0
44774         0.3         3.6         0.2
44775         0.1       106.9         1.9
44776         0.1       115.0         1.9
44777         0.3         2.0         0.2
44778         0.3         3.7        -0.6
44779         0.1        66.0         0.7
44780         0.3         2.1        -0.3
44781         0.3         2.0        -0.3
44782         0.3         2.6        -0.2
44783         0.3         2.9        -0.8
44784         0.1        58.0         0.2
44785         0.2         3.0        -0.4
44786         0.3         2.3        -0.7
44787         0.3         3.0        -0.9
44788         0.1        51.4         0.2
44789         0.3         3.4        -0.5
44790         0.1        55.6         0.6
44791         0.2         2.8        -0.1
44792         0.1        60.3         0.3
44793         0.1        63.8         0.7
44794         0.1        56.2         0.4
44795         0.3         2.3        -0.3
44796         0.3         2.8        -0.3
44797         0.3         2.6        -0.3
44798         0.1        61.5         0.5
44799         0.1        56.1         0.4
44800         0.3         2.4        -0.5
44801         0.1        54.6         0.7
44802         0.3         2.4        -0.4
44803         0.1        55.5         0.3
44804         0.2         2.6        -0.6
44805         0.1        63.3         0.5
44806         0.1        57.4         0.2
44807         0.3         3.2        -0.5
44808         0.3         2.3        -0.6
44809         0.3         2.8        -0.6
44810         0.1        58.4         0.2
44811         0.3         2.7        -0.7
44812         0.2         4.3        -0.3
44813         0.2         2.1        -0.4
44814         0.3         2.0        -0.3
44815         0.3         2.2        -0.4
44816         0.1        56.9         0.7
44817         0.1        50.1         0.7
44818         0.1        61.6         0.9
44819         0.3         2.3        -0.3
44820         0.1        51.2         0.6
44821         0.2         2.2        -0.0
44822         0.3         2.1        -0.1
44823         0.3         2.1        -0.4
44824         0.1        59.6         0.9
44825         0.3         2.6        -0.1
44826         0.2         2.8         0.0
44827         0.1        51.5         0.4
44828         0.3         2.2        -0.1
44829         0.2         2.6        -0.4
44830         0.3         2.7        -0.4
44831         0.2       100.6         1.6
44832         0.2       137.4         1.5
44833         0.1        77.5         0.5
44834         0.1       131.4         0.7
44835         0.1       139.6         1.3
44836         0.2        53.9        -0.3
44837        12.0         5.4        -1.2
44838         0.1       124.8         0.7
44839         0.3         5.7        -1.7
44840         0.1       130.7         0.5
44841         0.3         4.8        -1.4
44842         0.3         6.2        -1.6
44843         0.3         5.7        -1.5
44844         0.1        66.2        -0.3
44845         0.1        61.2        -0.2
44846         0.3         5.8        -0.8
44847         0.3         4.1        -0.6
44848         0.3         2.8        -0.4
44849         0.3         3.7        -0.2
44850         0.3         5.4        -0.3
44851         0.3         3.3        -0.2
44852         0.2       232.7         3.9
44853         0.3         4.1         0.2
44854         0.1        75.0         1.0
44855         0.1        63.0         0.4
44856         0.1        80.0         1.4
44857         0.3         4.4         0.1
44858         0.2        99.3         1.5
44859         0.1        67.5         0.5
44860         0.1        64.0         0.8
44861         0.3         4.1        -0.7
44862         0.2       274.3         2.7
44863         0.3         5.3        -1.1
44864         0.1        78.3        -0.5
44865         0.3         6.2        -1.1
44866         0.1        80.3        -0.5
44867         0.2       101.2         0.3
44868         0.2       244.6         2.4
44869         0.3         8.4        -1.8
44870         0.3         8.1        -1.8
44871         0.3         5.1        -1.3
44872         0.1        61.9        -0.7
44873         0.1       130.4         0.3
44874         0.3         8.2        -1.6
44875         0.1        55.5        -0.4
44876         0.3         6.1        -0.8
44877         0.3         5.9        -1.0
44878         0.1        82.0         0.4
44879         0.2        54.4        -0.5
44880         0.3         4.9        -0.3
44881         0.2        55.0         0.5
44882         0.3         5.7        -0.2
44883         0.2       198.4         2.3
44884         0.1        47.5         0.9
44885         0.1        59.5         0.8
44886         0.1        71.8         0.5
44887         0.3         4.3        -0.3
44888         0.3         8.8        -0.8
44889         0.2        50.5         1.1
44890         0.3         6.3        -0.4
44891         0.3         5.6        -0.9
44892         0.2       184.1         2.4
44893         0.2       125.4         1.4
44894         0.1        67.4         0.4
44895         0.1        46.5        -0.6
44896         0.3         5.7        -0.6
44897         0.1       126.3         0.6
44898         0.2       112.2         0.3
44899         0.1       112.3         0.3
44900         0.3         6.5        -1.2
44901         0.1        50.2        -0.5
44902         0.3         8.7        -1.8
44903         0.1        62.8        -0.7
44904         0.2        50.9        -0.8
44905         0.3         5.6        -0.8
44906         0.3         7.1        -1.4
44907         0.1        51.4         0.2
44908         0.2       148.7         2.0
44909         0.3         7.9        -0.7
44910         0.1        73.2         0.6
44911         0.3         7.4        -0.5
44912         0.3         6.4        -0.4
44913         0.1        57.1         0.7
44914         0.2       100.4         1.5
44915         0.3         5.0        -0.3
44916         0.1        80.7         0.7
44917         0.3         8.2        -0.8
44918         0.2        53.6         0.7
44919         0.3         8.0        -1.0
44920         0.2       182.5         2.0
44921         0.3         6.3        -0.3
44922         0.2       206.4         2.7
44923         0.3         5.7        -0.9
44924         0.1        83.0         1.0
44925         0.1        54.4        -0.6
44926         0.1       136.2         0.9
44927         0.3         9.4        -1.4
44928         0.1        74.5         0.1
44929         0.1        80.8        -0.2
44930         0.1       193.4         1.8
44931         0.1        91.7        -0.1
44932         0.1        70.8        -0.4
44933         0.1        81.5        -0.0
44934         0.1       183.0         0.7
44935         0.1        96.4        -0.5
44936         0.3         6.1        -1.1
44937         0.3         7.9        -0.8
44938         0.1        72.5        -0.3
44939         0.3         6.5        -1.2
44940         0.3         7.0        -0.9
44941         0.3         7.8        -1.4
44942         0.3         8.5        -1.2
44943         0.1       197.2         1.0
44944         0.1        81.0         0.2
44945         0.3         6.9        -0.2
44946         0.1        77.2        -0.0
44947         0.2       276.3         3.2
44948         0.3         5.8        -0.3
44949         0.1        82.6         0.5
44950         0.1       159.2         1.1
44951         0.1       183.8         1.7
44952         0.1       101.7         0.3
44953         0.1       109.7         0.2
44954         0.3         6.0        -1.4
44955         0.3         8.5        -1.5
44956         0.2         9.4        -1.6
44957         0.1        88.8         0.2
44958         0.3         9.1        -1.0
44959         0.3         8.4        -1.2
44960         0.3         9.6        -1.6
44961         0.1        95.7         0.5
44962         0.1        86.3         0.2
44963         0.2        83.4         0.6
44964         0.3         8.2        -1.5
44965         0.3         4.8        -0.6
44966         0.1        87.8         0.5
44967         0.1        87.0         0.4
44968         0.1       136.9         1.6
44969         0.1       101.1         0.5
44970         0.1        91.5         0.4
44971         0.1        81.4         0.3
44972         0.3         6.9        -0.4
44973         0.1        70.4         0.2
44974         0.3         5.2        -0.6
44975         0.1        99.4         0.9
44976         0.3         5.9        -0.7
44977         0.1       162.9         1.3
44978         0.1        78.3         0.2
44979         0.1        66.1         0.2
44980         0.1        74.9        -1.0
44981         0.1       155.5         0.7
44982         0.1       102.7         0.1
44983         0.3         8.2        -1.4
44984         0.3         7.8        -1.6
44985         0.1        67.5         0.1
44986         0.1        99.6         0.1
44987         0.1        63.8        -0.5
44988         0.3         6.5        -1.3
44989         0.1       133.8         1.3
44990         0.3         6.6        -1.4
44991         0.1        93.0         0.7
44992         0.3         8.8        -0.5
44993         0.1        67.1         1.0
44994         0.1        63.2         0.6
44995         0.1        90.6         1.4
44996         0.3         6.3        -0.6
44997         0.3         7.4        -1.2
44998         0.1       170.9         1.0
44999         0.1       163.3         0.9
45000         0.1       158.9         1.2
45001         0.3         6.7        -0.8
45002         0.3         6.5        -0.9
45003         0.3         8.0        -1.1
45004         0.2       140.4         1.6
45005         0.2       221.0         1.8
45006         0.3         5.6        -0.9
45007         0.1       160.1         0.6
45008         0.1        82.1        -0.1
45009         0.1        94.2         0.2
45010         0.3         4.6        -1.1
45011         0.2       197.6         2.1
45012         0.1        69.5        -0.6
45013         0.3         6.8        -1.3
45014         0.2       191.1         1.6
45015         0.3         8.4        -0.9
45016         0.1        93.5         0.2
45017         0.3         8.8        -1.1
45018         0.3         6.3        -0.8
45019         0.3         6.4        -1.1
45020         0.3         7.0        -1.0
45021         0.3         8.6        -1.2
45022         0.3         7.6        -1.3
45023         0.3         5.9        -0.8
45024         0.3        12.0        -0.8
45025         0.2        63.1        -0.0
45026         0.2        48.9         0.8
45027         0.2        49.5         0.7
45028         0.2        46.5         0.7
45029         0.3        11.1        -0.5
45030         0.3         8.9         0.1
45031         0.2        57.0         0.8
45032         0.2        55.7         0.2
45033         0.3         9.0        -0.5
45034         0.2        89.6         1.8
45035         0.2        51.2         0.9
45036         0.3        10.4        -0.8
45037         0.3         8.5        -0.1
45038         0.3         6.2        -0.8
45039         0.2        54.1         0.3
45040         0.3         6.8        -0.2
45041         0.2        43.5         0.8
45042         0.3         6.1        -0.8
45043         0.3         7.0        -0.8
45044         0.3        10.0        -1.0
45045         0.3         8.4        -0.7
45046         0.3         6.5        -0.1
45047         0.2        82.6         1.0
45048         0.2        57.4         0.8
45049         0.2        49.6         0.5
45050         0.1        40.8         0.8
45051         0.2         5.8        -0.4
45052         0.3         5.3        -0.1
45053         0.3         3.5        -0.0
45054         0.2        51.7         0.3
45055         0.1        88.1         1.0
45056         0.1        53.0         0.3
45057         0.2        40.3         0.3
45058         0.3         7.7        -1.1
45059         0.3         6.3         0.3
45060         0.3         4.4        -0.3
45061         0.2        39.8         0.2
45062         0.3         5.8        -0.4
45063         0.2        43.9         0.3
45064         0.3         4.9        -0.9
45065         0.3         5.0        -0.3
45066         0.3         5.3        -0.6
45067         0.2        46.5         0.0
45068         0.1        47.2         0.6
45069         0.3         5.5         0.3
45070         0.3         4.0        -0.1
45071         0.1        48.8         0.1
45072         0.1        40.4         0.8
45073         0.2        43.7         0.5
45074         0.2         5.7        -0.3
45075         0.2        86.1         1.1
45076         0.3         3.7        -0.5
45077         0.3         5.0        -0.5
45078         0.3         5.8        -0.7
45079         0.3         2.6        -0.3
45080         0.1        39.5         0.6
45081         0.1        37.4         0.2
45082         0.2         6.9        -0.6
45083         0.3         5.8        -0.4
45084         0.2        41.2        -0.3
45085         0.2        82.4         1.8
45086         0.1        43.5         0.7
45087         0.2        78.0         0.8
45088         0.2        35.0         0.6
45089         0.3         7.1        -0.6
45090         0.3         8.2        -1.0
45091         0.3         3.7        -0.6
45092         0.3         6.6        -0.6
45093         0.2        40.1         0.5
45094         0.1        39.2         0.7
45095         0.3         8.5        -0.9
45096         0.2        49.9         0.1
45097         0.2         7.0        -0.3
45098         0.2        76.9         1.1
45099         0.2        36.7         0.3
45100         0.2        35.3         0.1
45101         0.2         5.1        -0.1
45102         0.2        68.2         0.7
45103         0.1        32.4        -0.3
45104         0.3         5.1        -0.9
45105         0.1        33.7         0.1
45106         0.3         7.2        -0.7
45107         0.3         7.9        -0.5
45108         0.2         6.9        -1.1
45109         0.3         3.7        -0.2
45110         0.2        41.7         0.9
45111         0.3         4.8         0.1
45112         0.3         7.8        -0.7
45113         0.2        78.9         1.6
45114         0.1        35.9        -0.5
45115         0.2         3.8         0.1
45116         0.2        44.6         0.5
45117         0.2        36.5         0.5
45118         0.3         6.4        -0.4
45119         0.1        41.3         0.4
45120         0.2       341.2         4.2
45121         0.3         6.7        -1.2
45122         0.1       162.4         1.5
45123         0.1       203.4         1.3
45124         0.1        78.5        -0.1
45125         0.1        73.3        -0.3
45126         0.2       349.6         2.6
45127         0.1       201.1         0.8
45128         0.2       290.1         1.8
45129         0.1       131.9        -0.4
45130         0.1       125.7        -1.0
45131         0.1       111.1        -0.8
45132         0.1       121.0        -1.2
45133         0.1       203.3        -0.2
45134         0.2       202.7        -0.1
45135         0.1       110.5        -1.0
45136         0.1       194.9        -0.2
45137         0.1       154.3         0.0
45138         0.1       123.0        -0.9
45139         0.1        98.8        -1.3
45140         0.1       142.9        -0.7
45141         0.1       209.7         0.9
45142         0.3        12.0        -1.8
45143         0.3        12.5        -1.9
45144         0.2         9.9        -1.0
45145         0.1        91.5        -1.0
45146         0.1        73.1         0.4
45147         0.2       306.0         3.1
45148         0.2       290.0         2.8
45149         0.2       140.6         1.5
45150         0.1        84.9         0.6
45151         0.2       273.7         2.8
45152         0.2       419.4         4.3
45153         0.2       184.2         0.4
45154         0.2       202.5         0.8
45155         0.2        59.5        -0.5
45156         0.1        94.5        -1.6
45157         0.2       254.7         1.8
45158         0.2        77.9        -1.4
45159         0.3        17.0        -2.7
45160         0.2        74.3        -1.3
45161         0.3        15.9        -2.9
45162         0.3        15.4        -2.4
45163         0.1       109.5        -1.4
45164         0.2        99.7        -0.5
45165         0.2       101.4        -0.7
45166         0.2       178.1         0.6
45167         0.2       228.5         1.0
45168         0.2       170.3         0.5
45169         0.2       121.5         0.4
45170         0.3         7.8        -0.9
45171         0.2       141.9         0.7
45172         0.2       125.8         0.0
45173         0.2        86.4         0.8
45174         0.2       127.6         0.9
45175         0.2       163.6         1.2
45176         0.2        87.6        -0.1
45177         0.2        57.1         0.1
45178         0.2       197.8         0.9
45179         0.2       192.8         1.5
45180         0.1       109.5         0.5
45181         0.2       202.8         1.2
45182         0.3        19.0        -2.0
45183         0.2       382.2         3.6
45184         0.3        13.8        -1.4
45185         0.2       153.4        -0.1
45186         0.1       154.3        -0.3
45187         0.2       193.6         0.9
45188         0.2       293.1         2.0
45189         0.3        12.5        -1.7
45190         0.2       278.8         0.7
45191         0.3        20.3        -2.4
45192         0.3        29.9        -3.3
45193         0.2       244.9         1.2
45194         0.2       196.0         2.0
45195         0.2       287.8         0.8
45196         0.2        81.6        -1.2
45197         0.2        68.5        -1.3
45198         0.3        17.4        -1.7
45199         0.1       210.2         1.5
45200         0.2       157.2         0.4
45201         0.2        74.1        -1.1
45202         0.2        69.3        -0.8
45203         0.2        79.1        -0.1
45204         0.2       215.5         2.3
45205         0.2        84.7        -0.5
45206         0.2       194.4         1.1
45207         0.2        96.6        -0.4
45208         0.3        25.7        -1.9
45209         0.2       182.1         1.5
45210         0.2        95.8         0.2
45211         0.3        21.2        -1.3
45212         0.2        66.6         0.1
45213         0.2       197.9         1.8
45214         0.2       185.0         1.9
45215         0.3        19.9        -0.9
45216         0.3        32.3        -3.0
45217         0.3        29.2        -3.6
45218         0.3        28.0        -2.7
45219         0.2        90.0        -0.8
45220         0.3        27.8        -3.0
45221         0.2       105.9        -1.0
45222         0.3        17.1        -1.8
45223         0.3        30.1        -1.2
45224         0.3        21.0        -1.2
45225         0.3        16.6        -0.1
45226         0.3        21.1        -1.0
45227         0.3        14.5         0.0
45228         0.3        17.3        -0.3
45229         0.2       101.0         1.3
45230         0.3        12.5         0.5
45231         0.2        94.0         1.5
45232         0.3        11.6         0.7
45233         0.3        13.1         0.8
45234         0.3        15.8         0.2
45235         0.3        14.1         0.0
45236         0.2       158.9         2.4
45237         0.3         9.8        -0.4
45238         0.3         9.9         0.4
45239         0.3         9.7         0.7
45240         0.3        10.0        -0.1
45241         0.4        10.0        -0.0
45242         0.3         9.9        -0.1
45243         0.3         7.4        -0.1
45244         0.2        85.4         0.6
45245         0.3         6.7        -0.3
45246         0.2       158.8         1.7
45247         0.3         8.4        -0.3
45248         0.3         8.7        -0.6
45249         0.2       147.6         1.8
45250         0.3        10.2        -0.8
45251         0.3         9.0        -0.5
45252         0.3         7.7        -0.8
45253         0.3         8.2        -0.5
45254         0.2       214.5         2.4
45255         0.3         8.9        -1.3
45256         0.3         8.5        -1.1
45257         0.3        10.7        -1.7
45258         0.2        77.4         0.2
45259         0.3         9.0        -1.2
45260         0.3         8.5        -1.0
45261         0.3         6.7        -0.1
45262         0.3         7.4        -0.0
45263         0.3         6.8        -0.3
45264         0.3         7.1         0.1
45265         0.4         5.5        -0.2
45266         0.3         4.7        -0.2
45267         0.3         5.6         0.1
45268         0.3         5.0        -0.0
45269         0.3         4.8         0.0
45270         0.3         5.0         0.6
45271         0.3         5.1         0.2
45272         0.3         6.2         0.6
45273         0.3         6.7         0.9
45274         0.1        74.3         1.6
45275         0.1        80.9         2.0
45276         0.1        83.6         0.9
45277         0.3         3.6         0.5
45278         0.3         3.5        -0.0
45279         0.3         4.0         0.1
45280         0.3         5.9        -0.5
45281         0.3         4.1        -0.3
45282         0.3         4.9        -0.5
45283         0.3         5.0        -0.3
45284         0.3         4.2        -0.9
45285         0.1        70.0         0.4
45286         0.3         7.2        -1.5
45287         0.3         4.8        -1.1
45288         0.3         4.8        -0.5
45289         0.3         5.0        -0.7
45290         0.1        72.4         0.5
45291         0.3         4.0        -0.4
45292         0.4         3.1        -0.1
45293         0.1        79.0         1.2
45294         0.3         3.5        -0.3
45295         0.3         3.9        -0.0
45296         0.3         4.0        -0.2
45297         0.3         5.9        -0.6
45298         0.1        79.5         1.5
45299         0.1        74.7         1.3
45300         0.3         3.5        -0.3
45301         0.3         4.4        -0.0
45302         0.3         4.9         0.0
45303         0.1        76.3         0.7
45304         0.1        68.0         1.3
45305         0.3         3.0        -0.4
45306         0.3         4.5        -0.3
45307         0.1        67.4         0.6
45308         0.3         3.8        -0.7
45309         0.3         4.2        -0.7
45310         0.3         4.7        -0.4
45311         0.1        71.4         0.9
45312         0.1       161.9         1.7
45313         0.3         7.5         0.2
45314         0.3         6.1        -0.1
45315         0.3         7.4        -0.5
45316         0.3         3.6        -0.1
45317         0.1        77.2         0.7
45318         0.3         4.4        -0.4
45319         0.3         3.8        -0.3
45320         0.2         3.1        -0.2
45321         0.1        90.3         1.2
45322         0.3         3.0        -0.4
45323         0.1        87.2         0.6
45324         0.2         3.5        -0.3
45325         0.1        90.1         0.7
45326         0.3         3.7        -0.5
45327         0.1       165.3         1.7
45328         0.3         5.1        -1.2
45329         0.3         4.8        -1.3
45330         0.1        88.9         0.6
45331         0.1        77.8         0.3
45332         0.3         5.4        -1.3
45333         0.3         5.5        -0.9
45334         0.3         4.6        -0.7
45335         0.3         4.7        -0.1
45336         0.3         4.6        -0.7
45337         0.1        70.2         0.2
45338         0.3         4.9        -0.4
45339         0.1        72.1         0.4
45340         0.1       151.5         1.9
45341         0.2         3.7        -0.1
45342         0.3         3.7        -0.1
45343         0.3         5.3        -0.1
45344         0.2         5.4        -0.2
45345         0.1        74.4         0.3
45346         0.1        73.3         0.2
45347         0.3         4.3        -0.6
45348         0.1       141.8         1.8
45349         0.3         3.3        -0.7
45350         0.3         5.6        -0.8
45351         0.3         5.2        -0.2
45352         0.1        68.9         0.2
45353         0.1       148.0         1.9
45354         0.3         4.9        -0.9
45355         0.1       142.3         1.4
45356         0.3         4.6        -0.8
45357         0.1        66.0         0.3
45358         0.3         6.0        -1.0
45359         0.1        79.5         0.1
45360         0.3         5.6        -0.8
45361         0.3         5.2        -1.1
45362         0.1        78.0         0.3
45363         0.1        75.4         0.3
45364         0.3         5.5        -1.4
45365         0.2         6.9        -1.0
45366         0.1        74.9         1.0
45367         0.3         3.6        -0.7
45368         0.3         6.8        -0.7
45369         0.3         5.2        -0.9
45370         0.3         5.1        -0.5
45371         0.2         7.0        -0.3
45372         0.3         3.6        -0.3
45373         0.3         4.0        -0.2
45374         0.2         4.0         0.0
45375         0.3         4.2        -0.4
45376         0.2         4.4         0.1
45377         0.3         3.8         0.1
45378         0.1        80.1         1.4
45379         0.3         3.6        -0.1
45380         0.1        67.6         1.1
45381         0.3         3.1        -0.1
45382         0.3         3.0         0.4
45383         0.2         3.7        -0.1
45384         0.1        70.8         1.2
45385         0.3         3.7        -0.0
45386         0.3         3.8        -0.1
45387         0.3         4.5         0.3
45388         0.1        67.6         0.9
45389         0.3         3.7        -0.8
45390         0.3         4.6        -0.3
45391         0.3         3.7        -0.5
45392         0.1        68.8         0.3
45393         0.3         4.1        -0.9
45394         0.3         5.0        -0.8
45395         0.3         3.1        -0.7
45396         0.2       137.3         1.3
45397         0.1        73.7         0.4
45398         0.2         3.0        -0.7
45399         0.3         4.4        -0.5
45400         0.1        71.9         0.1
45401         0.1       134.4         1.1
45402         0.1        68.0         0.0
45403         0.3         3.3        -0.3
45404         0.1        80.1        -0.0
45405         0.3         4.3        -0.8
45406         0.3         4.8        -0.6
45407         0.1        60.4         0.2
45408         0.1        56.2         0.7
45409         0.1        77.9         0.6
45410         0.3         4.3        -0.9
45411         0.1        70.8         0.6
45412         0.1        51.3         0.4
45413         0.1        65.0         0.3
45414         0.1        78.9         0.4
45415         0.3         3.6        -0.7
45416         0.1        61.8         0.2
45417         0.3         4.2        -0.8
45418         0.2         5.8        -0.6
45419         0.2       135.0         1.5
45420         0.1        96.4         0.4
45421         0.1        65.7         0.1
45422         0.1       142.1         1.1
45423         0.1        71.6        -0.0
45424         0.1       107.5         0.2
45425         0.2       394.0         4.5
45426         0.1        91.0        -0.4
45427         0.4         5.1        -1.4
45428         0.2       226.7         1.1
45429         0.2       300.0         2.4
45430         0.1       126.3        -0.5
45431         0.3         9.5        -2.3
45432         0.2       108.9        -0.7
45433         0.1        59.5        -1.1
45434         0.2        68.6        -1.5
45435         0.2       101.3        -0.8
45436         0.3         7.9        -1.9
45437         0.1        97.9        -0.3
45438         0.2       136.9        -0.0
45439         0.3         9.3        -1.9
45440         0.1        96.0        -0.5
45441         0.2        54.5        -0.4
45442         0.1        66.5        -0.2
45443         0.3         3.8        -0.9
45444         0.3         4.0        -0.7
45445         0.2       118.0         1.2
45446         0.2        61.7         0.7
45447         0.2       107.0         1.6
45448         0.2       184.9         2.9
45449         0.1       173.9         2.3
45450         0.1        50.5         0.3
45451         0.1        64.0         0.2
45452         0.1        50.2        -0.4
45453         0.3         4.7        -0.6
45454         0.2       119.5         0.8
45455         0.3         8.0        -1.4
45456         0.2        54.3         0.4
45457         0.1       157.5         1.2
45458         0.1       140.1         0.5
45459         0.1        76.3        -0.3
45460         0.1        59.0        -0.8
45461         0.1        61.2        -0.0
45462         0.2       132.0         0.8
45463         0.2       206.8         2.2
45464         0.3         8.4        -1.8
45465         0.1        94.1        -0.5
45466         0.1       162.1         0.4
45467         0.1        54.8        -0.7
45468         0.3         8.2        -2.0
45469         0.2       128.4         0.5
45470         0.1       156.5         0.6
45471         0.3        12.3        -2.0
45472         0.2       109.4         0.1
45473         0.1        56.2        -0.3
45474         0.1        46.8        -0.4
45475         0.1        54.6        -0.5
45476         0.3         5.1        -0.7
45477         0.3         5.8        -0.8
45478         0.1       121.6         1.3
45479         0.1       154.7         1.9
45480         0.3         7.0        -0.8
45481         0.2        73.1         0.7
45482         0.1        56.9        -0.0
45483         0.1       124.0         1.1
45484         0.2       219.8         2.8
45485         0.2       104.5         1.0
45486         0.2       213.1         2.3
45487         0.2        47.6        -0.3
45488         0.2       135.3         0.6
45489         0.3         5.8        -1.5
45490         0.2        62.2        -1.4
45491         0.3         7.9        -1.7
45492         0.3         7.7        -1.6
45493         0.2       190.6         1.5
45494         0.2       151.1         0.6
45495         0.2       175.1         1.5
45496         0.2        54.4        -0.9
45497         0.3         9.3        -2.1
45498         0.3         9.0        -2.0
45499         0.1        52.5        -1.0
45500         0.3        12.6        -2.0
45501         0.1        51.4        -0.9
45502         0.2       122.4         0.4
45503         0.2       143.3         1.1
45504         0.2         4.3         0.0
45505         0.3         4.4        -0.0
45506         0.2       279.2         4.2
45507         0.3         4.4        -0.3
45508         0.1        76.5         0.2
45509         0.3         7.2        -0.5
45510         0.2       262.2         3.2
45511         0.3         5.7        -0.6
45512         0.2       273.2         3.1
45513         0.1        67.1         0.1
45514         0.3         6.1        -1.0
45515         0.1        79.3         0.1
45516         0.1        67.5        -0.1
45517         0.3         6.0        -1.3
45518         0.1        88.8        -0.3
45519         0.3         7.3        -1.5
45520         0.5         5.0        -0.9
45521         0.1        71.4        -0.2
45522         0.1       163.5         1.2
45523         0.3         6.4        -1.5
45524         0.1        66.7        -0.5
45525         0.3         6.6        -0.8
45526         0.2       260.1         1.9
45527         0.1        62.2         0.1
45528         0.1        80.6        -0.1
45529         0.3         8.2        -1.1
45530         0.1       103.3         0.4
45531         0.1       173.7         1.9
45532         0.2       243.0         2.6
45533         0.2       288.5         2.5
45534         0.1        74.0        -0.3
45535         0.1        62.4        -1.0
45536         0.1       111.4        -0.4
45537         0.3         6.6        -1.6
45538         0.2       236.0         1.5
45539         0.3         9.4        -1.9
45540         0.1        75.1        -0.6
45541         0.1        71.5        -0.7
45542         0.3         8.3        -1.8
45543         0.1       146.5         0.5
45544         0.1        62.4        -1.2
